textID,text,selected_text,sentiment,lemma
c962696af2, You burned yourself too??? So did ! ohh no...  xoxo,You burned yourself too??? So did ! ohh no...  xoxo,negative,  -PRON- burn -PRON- too ? ? ? so do ! ohh no ...   xoxo
3459100496, yes but 75% are on the wrong wireless plan,wrong,negative,  yes but 75 % be on the wrong wireless plan
f8a09628a8,Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO`s $7 wifi is garbage.,garbage.,negative,hang out at the San Fran airport . get a few hour wait until -PRON- go anywhere ... BTW SFO`s $ 7 wifi be garbage .
14c079cd77,"aaahhh, showers are great","aaahhh, showers are great",positive,"aaahhh , shower be great"
4bf221814c, Snap. I`m the same with any reality show. Watch the first and I`m hooked   Very sad,Very sa,negative,  Snap . I`m the same with any reality show . watch the first and i`m hooked    very sad
36e7fc7af1, They better not be out when I get there.  I NEED MY FIX!,They better not be out,negative,  -PRON- well not be out when -PRON- get there .   -PRON- need my fix !
5dfae5c7cc,man i **** up that test  playing cod now . 31 days till the summer !,man i **** up,negative,man i * * * * up that test   play cod now . 31 day till the summer !
e41986b2d9,is missing someone.. haayy..  http://plurk.com/p/x2avn,is missing someone..,negative,be miss someone .. haayy ..   http://plurk.com/p/x2avn
5a155e7fe6,"Can`t seem to sleep tonight... Its 3:38am, I need to get up in less than 4 hours...",Can`t seem to sleep,negative,"can`t seem to sleep tonight ... -PRON- 3:38am , -PRON- need to get up in less than 4 hour ..."
bf6271be1d,Decode by Paramore is a great song... Love it...,great,positive,Decode by Paramore be a great song ... love -PRON- ...
a4ca62632d,Awesome night ahead: BAD v Rat City! Most of my favorite skaters on one track  #fb,Awesome,positive,awesome night ahead : BAD v Rat City ! Most of -PRON- favorite skater on one track   # fb
8bf326b4b1,"alphonso milkshake in the morning, lassi in the afternoon and fresh nimbupaani in the evening....summers can be fun",summers can be fun,positive,"alphonso milkshake in the morning , lassi in the afternoon and fresh nimbupaani in the evening .... summer can be fun"
beec54f5a1, Hahhaa okaay ily! Lmfao,Lmfao,positive,  Hahhaa okaay ily ! Lmfao
472e1fc800,I miss them..,I miss them..,negative,-PRON- miss -PRON- ..
a7043a40d3,Well that sucked except for the company I had. Go Kelly.,sucked,negative,well that suck except for the company -PRON- have . go Kelly .
2f6dcb7cd8,"It`s great to be home! Temp is chill, cat is great and I feel awesome",great,positive,"it`s great to be home ! temp be chill , cat be great and -PRON- feel awesome"
be4bf08fd6, if ur as awesome as i think u are u would sooo write me back  a lil something   <--- crossing fingers,awesome,positive,  if ur as awesome as i think u be u would sooo write -PRON- back   a lil something    < --- cross finger
05f8b149b4," so long, farewell! <333 Have a super amazing day! I`m going to sleep.",amazing,positive,"  so long , farewell ! <333 have a super amazing day ! I`m go to sleep ."
24ad5b316e,sleeping... would`ve been home sooner but we accidentally killed bambi on the way home,killed ba,negative,sleep ... would`ve be home sooner but -PRON- accidentally kill bambi on the way home
74f9de64b1, people r weird,people r weird,negative,  people r weird
31a82645af, happy birthday  and  congrats  wish you were here for your lady..ill take care of her;),happy birthday  and  congrats  wish you were here for your lady..ill take care of her,positive,  happy birthday   and   congrat   wish -PRON- be here for -PRON- lady .. ill take care of -PRON- ; )
2b32d9e6fe,"Another amazing day. Ever since I got a Twitter, I`ve been having great days",amazing,positive,"another amazing day . ever since -PRON- get a Twitter , I`ve be have great day"
8de79ac26f, have a lok at EF too! they are jummy,jummy,positive,  have a lok at EF too ! -PRON- be jummy
3c65ea7be3," oooh...I wish I could`ve gone there today, too!   I know Zach was looking forward to it.",as looking forwar,positive,"  oooh ... -PRON- wish -PRON- could`ve go there today , too !    -PRON- know Zach be look forward to -PRON- ."
b547b0219e," its funny, I didn`t even know it was there!","its funny,",positive,"  -PRON- funny , -PRON- didn`t even know -PRON- be there !"
863097735d,gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame,gosh today sucks!,negative,gosh today suck ! i do not get -PRON- tax return ! -PRON- be so upset cuz now i have to miss -PRON- good friend wedding in washington ... lame
f457dfc624,i basically want the world to kno that i have the BEST best friend    love her <3,BEST best,positive,i basically want the world to kno that i have the BEST good friend     love -PRON- <3
1888c0c734,... Still feelin like blah... 3 more hours,feelin like blah..,negative,... still feelin like blah ... 3 more hour
00248197c5, Im in so deep its disgusting. I would even take a LITTLE help. BUt alas i sense it will never happen . . .,s disgusting.,negative,  -PRON- be in so deep -PRON- disgusting . -PRON- would even take a little help . BUt alas i sense -PRON- will never happen . . .
5f5ef8ac14,Not  looking forward to next   wednesday at all,Not  looking forward,negative,not   look forward to next    wednesday at all
e54818b488, good luck!!  OH and I are playing inthe mixed knockout this week. Playing the pros 14yr old son playing off 5 & top woman off 6,good luck!!,positive,  good luck ! !   oh and -PRON- be play inthe mixed knockout this week . play the pro 14yr old son play off 5 & top woman off 6
079cab6a05,  Hope everything ok! Can burr fix this?,Hope everything ok,positive,   hope everything ok ! Can burr fix this ?
cc63a1f753,"Dad asked my why I was sticking my tongue out while I was ironing, and I told him it was so I didn`t burn my finger, as I burnt my finger",burnt,negative,"Dad ask -PRON- why -PRON- be stick -PRON- tongue out while -PRON- be iron , and -PRON- tell -PRON- -PRON- be so -PRON- didn`t burn -PRON- finger , as -PRON- burn -PRON- finger"
8019ffeb57,Here at work still feeling the pain for my friend wish I had a magic wand to erase all the madness,Here at work still feeling the pain for my friend wish I had a magic wand to erase all the madness,negative,here at work still feel the pain for -PRON- friend wish -PRON- have a magic wand to erase all the madness
74ef7b793d,cleaning and packing. Moving house is ****. It`s going to be a long weekend....,is ****.,negative,cleaning and packing . move house be * * * * . It`s go to be a long weekend ....
0018775113,Hellerrr new followerss. I`m Tricina & uhhm I`m cool,cool,positive,Hellerrr new followerss . I`m Tricina & uhhm I`m cool
e1bdb0cdb6,Love the idea of giving each year a theme. This is the year of new beginnings!,Love the idea of,positive,love the idea of give each year a theme . this be the year of new beginning !
22158946bd,"Thinking of ways to promote Indie Designers. Benefiting them and moi  Any thoughts? Indies, what you do have to say?",Benefiting th,positive,"think of way to promote Indie Designers . benefit -PRON- and moi   any thought ? Indies , what -PRON- do have to say ?"
2f93e3a903,Didn`t sleep good last night. Woke up with another bellyache  what`s wrong with meeeeeee.,Didn`t sleep good last night.,negative,Didn`t sleep good last night . woke up with another bellyache   what`s wrong with meeeeeee .
05d973f42d,"I am back from my weekend getaway! Energized for another week, bring it on! lol","Energized for another week,",positive,"-PRON- be back from -PRON- weekend getaway ! energize for another week , bring -PRON- on ! lol"
0fe63f7521,missed my friggin hair appt!!!,missed my friggin hair,negative,miss -PRON- friggin hair appt ! ! !
93a3d47e2f, Thank you so much!  Have a fantastic day!,a fantastic,positive,  thank -PRON- so much !   have a fantastic day !
fba62df79b, Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.,intrigued!,positive,  -PRON- be soooo intrigue ! -PRON- want to try this weekend . Kaya lang baka maaddict ako .
1ddcf18209,"lovely, my plans have been canceled for the night. another night home alone for me. un-yay","lovely,",positive,"lovely , -PRON- plan have be cancel for the night . another night home alone for -PRON- . un - yay"
30377e00ed,Morning and hope everyone has a great bank holiday,hope everyone has a great bank holiday,positive,morning and hope everyone have a great bank holiday
a7c733dd75,My dad`s telling me to travel alone from now on. Not that I have a problem with that. I`ve done it before and it`s boring!,boring!,negative,-PRON- dad`s tell -PRON- to travel alone from now on . not that -PRON- have a problem with that . I`ve do -PRON- before and it`s boring !
0034fc60c1,'And now my mom and her friend are drinking.. Greatt..',Greatt..',positive,' and now -PRON- mom and -PRON- friend be drink .. greatt .. '
4523e9508c,nomatter how much i sleep am still tired,am still tired,negative,nomatter how much i sleep be still tired
acb83ea44e,My back is killing me. Stupid softball,killing me.,negative,-PRON- back be kill -PRON- . stupid softball
5d8369af1d, i couldn`t **** sleep today either. it was hard for me to stay asleep for some reason,hard,negative,  i couldn`t * * * * sleep today either . -PRON- be hard for -PRON- to stay asleep for some reason
e85202c654, Oh  I`m sorry  I can`t even imagine...although I know it will be reality for me soon,m sorry,negative,  oh   I`m sorry   -PRON- can`t even imagine ... although -PRON- know -PRON- will be reality for -PRON- soon
6b15ed25e7,Love the 3 mile 3AM runs. They make me smile,Love th,positive,love the 3 mile 3am run . -PRON- make -PRON- smile
1d6aaa9f59, lmao haha nice lolz it`s all good though. i can wait  lol,good,positive,  lmao haha nice lolz it`s all good though . i can wait   lol
eb4d5db11a,"Dragging myself to work, missed my fitness class this morn. Need one more weekend day",missed,negative,"drag -PRON- to work , miss -PRON- fitness class this morn . need one more weekend day"
5afc35c3bb,Just saw Zack and Miri Make a **** with  and  . sooo good.,o good,positive,just see Zack and Miri Make a * * * * with   and   . sooo good .
aeda353591,I raced her once. I totally lost  RIP  http://tinyurl.com/lhgca8,I totally lost  RIP,negative,-PRON- race -PRON- once . -PRON- totally lose   RIP   http://tinyurl.com/lhgca8
4d3c20da64,Watching Everything Is Illuminated  and dreaaaming<3,Watching Everything Is Illuminated  and dreaaaming<3,positive,watch everything be illuminate   and dreaaaming<3
c4630361bb, - Wtf Polyvore? what`s that?  enjoy it though.,?  enjoy it though.,positive,  - Wtf Polyvore ? what`s that ?   enjoy -PRON- though .
33a980a608,"the maccabees new album is a winner ,everybody should take a listen fact",winner,positive,"the maccabees new album be a winner , everybody should take a listen fact"
f305375e9a,@_writersblock_  I`m having a bev by myself too. Sometimes you just have those kind of days and you need to relax,I`m having a bev by myself too. Sometimes you just have those kind of days and you need to relax,positive,@_writersblock _   i`m have a bev by -PRON- too . sometimes -PRON- just have those kind of day and -PRON- need to relax
ecab325607,im back. wooooo!!!  i want to have my own press release :|,im back. wooooo!!!,positive,-PRON- be back . wooooo ! ! !   i want to have -PRON- own press release :|
351e2355f9,"I am so grateful I am your daughter!  Happy Mother`s Day, Okasan.  Thank you for everything... always!",Thank you for everything... always!,positive,"-PRON- be so grateful -PRON- be -PRON- daughter !   happy mother`s Day , Okasan .   thank -PRON- for everything ... always !"
3b7a3199db," I made room...I don`t have a bed from how much room I made and now I`m outta space for sure lol, and I know I`m pathetic",outta space,negative,"  -PRON- make room ... -PRON- don`t have a bed from how much room -PRON- make and now i`m outta space for sure lol , and -PRON- know i`m pathetic"
